-5.461219630121321167e-01,-3.719439501312598040e-01,-3.640986257624323486e-03,-4.499525122834786117e+00
-6.250914946012162687e-01,-1.800369303298134938e-01,-5.615215492826397536e-03,-4.365188026357857964e+00
-5.198429374044932771e-01,-6.204669953626336110e-01,-4.428058930340039723e-03,-4.551079613777010202e+00
-3.303266579719847940e-01,-2.382192011650268171e-01,-1.669074983041030080e-02,-4.574253584325840727e+00
-4.709497081275886288e-01,-2.009654768658641899e-01,-7.153337333610876314e-02,-4.217579557979469485e+00
-4.569799053813814460e-01,-1.943663005453606374e-01,-2.651641906634427670e-02,-4.431991767003190752e+00
-1.102398185080089021e-01,-1.154171899654130584e-01,-1.144882776357993848e-01,-4.196016987391418596e+00
-3.949910748149751960e-01,-9.460404744076189587e-02,-5.998120797423300843e-02,-4.360601504788858662e+00
-4.036432080869225558e-01,-3.005334233728707005e-01,-3.041014476050385440e-02,-4.197935092241911192e+00
-7.979894388911286107e-01,-5.809801226002253571e-02,-9.348098867966836423e-03,-4.060991868702009455e+00
-2.572116270475053312e-01,-1.131595083457979101e-01,-4.046822227706137198e-02,-4.586127799215521605e+00
-1.139270488428177242e+00,-6.258462253484875504e-02,-6.103917725377439041e-03,-4.154883653116472786e+00
-2.033735026118321798e-01,-3.102938310190221927e-01,-7.509449062595319191e-02,-4.183717304717000651e+00
-2.883649880501097940e-01,-2.984269425579668678e-01,-5.356594804188219427e-02,-4.488335078110042176e+00
-1.718047938226789917e-01,-3.349506700990083630e-01,-6.126883228247281821e-02,-4.559476301038344559e+00
-5.941500612244805524e-01,-2.208375835175662161e-01,-3.570512119133839590e-02,-4.149167804438560481e+00
-4.593640911723970710e-01,-3.244990521938042605e-01,-1.128998469277275873e-02,-4.446884848945733104e+00
-3.663278634163207315e-01,-2.863849275541321404e-01,-2.780699454701052176e-02,-4.551577524588974910e+00
-2.670132797439030981e-01,-4.075649016919031808e-01,-1.711018898009442069e-02,-4.874968887667374240e+00
-6.232106369216374731e-01,-1.257787618922998618e-01,-2.752909508306622399e-02,-4.349687160827702570e+00
-1.861099085687727417e-01,-3.271831074187492305e-02,-7.581956159673675089e-02,-4.391952350290923235e+00
-1.056039016921452856e-01,-2.014840797033468078e-01,-4.076712351525735301e-02,-4.696932952230717717e+00
-5.727983529182738565e-01,-4.560420165431544604e-01,-8.308052309140023794e-02,-3.870829967473429889e+00
-2.860888306769577838e-01,-3.804678719989293967e-01,-3.290116491689110134e-02,-4.617417555403060980e+00
-3.646854243158430542e-01,-2.913989641265715136e-01,-3.616194241774373097e-02,-4.557630805413588782e+00
-4.135347420784301065e-01,-5.414454999325357676e-02,-5.734526273161044685e-02,-4.330448364259128269e+00
-6.832412015536939442e-01,-1.044859181855031238e-01,-8.475723720709904541e-02,-4.026882670599781555e+00
-3.676524110779961774e-01,-1.098607343714963491e-01,-7.393258587211848365e-02,-4.471984262204012239e+00
-5.692381567495745642e-01,-2.175987343762040283e-01,-2.079791860088286981e-02,-4.269946113507270269e+00
-4.351513599169716251e-01,-1.661484635929468823e-01,-3.830395877245251768e-02,-4.470410463169891990e+00
-5.233662341845497501e-01,-4.578296298542117171e-02,-9.090082196674353909e-02,-4.172401574082133635e+00
-4.496948932421669376e-01,-2.143345798001696778e-01,-3.321849118278707991e-02,-4.457335550580515005e+00
-5.123459976394109106e-01,-1.054683044963109495e-01,-5.483615837610456012e-02,-4.379693880715239018e+00
-3.737614128395265745e-01,-1.830168387668429375e-01,-1.597733986501688186e-01,-4.142220216287880064e+00
-2.094484383674926065e-01,-2.732936048850724831e-01,-6.628184522457658545e-02,-4.487531347103602464e+00
-1.472497447801481840e-01,-3.264736043838212254e-01,-6.670467181028127968e-02,-4.475711319152292589e+00
-6.515845124396530963e-01,-1.914497034644773166e-01,-1.041622810414146727e-01,-4.072246900155833238e+00
-2.809475211447276521e-01,-2.845516914036112510e-01,-6.383255548784649847e-02,-4.556349901683208969e+00
-3.944347647970714021e-01,-2.043312054965262803e-01,-3.996043642892654901e-02,-4.526324907429353672e+00
-3.783282652310990812e-01,-2.407018769719764251e-01,-3.710766459298753261e-02,-4.324615271785305026e+00
-1.092729944052139857e-02,-2.325767481137530623e-01,-3.863114969352521300e-02,-4.644291040010301685e+00
-1.264921140069930061e-02,-2.840258767191627953e-03,-1.238164427419254920e-01,-4.244213031002797010e+00
-5.855934833300575626e-01,-1.204108837159463263e-01,-2.895841969009360639e-02,-4.300022176369152405e+00
-4.146738530674709544e-01,-4.875334751667388389e-01,-2.108838360940712420e-02,-4.420729369282897281e+00
-4.975996070804966642e-01,-2.317326962287609149e-01,-3.562496525307423667e-02,-4.217404261503383545e+00
-2.365486835253700626e-01,-1.742832973236154714e-01,-8.582171698168039597e-02,-4.198747339588961403e+00
-4.447940668939680542e-01,-1.121118937889775680e-01,-7.088587722999140084e-03,-4.477862555295834213e+00
-4.160248916823796606e-01,-2.807733892928041541e-01,-3.627001313881272893e-02,-4.329994331946691588e+00
-6.589225064853345692e-01,-2.379847305503881572e-01,-1.942382468756331804e-02,-4.017310908842481432e+00
-5.040013473708562231e-01,-1.199354501629130709e-01,-4.911247384385575288e-02,-4.144006527814619645e+00
-6.723004378682557736e-01,-2.275432140286710592e-01,-6.475992570092792278e-02,-4.062393581941337040e+00
-7.135733430060593463e-01,-2.093050503521771688e-01,-4.083633046385060084e-02,-4.077465891857263713e+00
-3.733214750699662687e-01,-2.357938433020523306e-01,-5.356474824554524616e-02,-4.334276784471888355e+00
-1.858112032007497305e-02,-6.006666533669946517e-02,-2.205924158801986223e-02,-4.813694565168741946e+00
-2.613442157519325626e-01,-3.742027384959971670e-01,-5.179720443280899644e-02,-4.558810394035329949e+00
-2.732519949206224652e-02,-6.609641444442715397e-02,-8.610664129810707834e-02,-4.340794843471011077e+00
